datetime;Eólica;Hidráulica;Nuclear;Solar fotovoltaica;Solar térmica;Térmica renovable;Demanda real;Mercado SPOT
2022-01-01T00:00:00+01:00;6334.17;1295.00;6090.33;63.00;10.00;582.00;21558.66667;145.86
2022-01-01T01:00:00+01:00;6388.17;818.83;6090.17;63.17;10.00;571.00;20914;114.9
2022-01-01T02:00:00+01:00;6456.50;58.17;6091.50;63.83;10.00;568.17;19622.16667;113.87
2022-01-01T03:00:00+01:00;6177.67;-636.83;6090.17;63.67;10.00;566.33;18462.83333;97.8
2022-01-01T04:00:00+01:00;5937.67;-1010.83;6090.83;64.00;10.00;567.67;17723.33333;97.8
2022-01-01T05:00:00+01:00;5858.17;-1119.33;6090.67;63.83;10.00;568.00;17409.16667;95.74
2022-01-01T06:00:00+01:00;5694.50;-1153.67;6091.33;63.83;10.00;567.17;17511.66667;97.8
2022-01-01T07:00:00+01:00;5581.83;-981.33;6092.00;64.00;10.00;567.83;17822.5;97.8
2022-01-01T08:00:00+01:00;5538.67;-1088.17;6092.33;101.00;9.67;572.17;17817.83333;97.8
2022-01-01T09:00:00+01:00;5650.67;-1413.50;6094.17;1745.50;11.83;574.67;18410.33333;70.05
2022-01-01T10:00:00+01:00;5211.00;-1484.17;6092.17;4939.33;65.17;575.00;19910;76.79
2022-01-01T11:00:00+01:00;4931.17;-1421.50;6089.67;6368.17;568.67;574.17;20941;84.1
2022-01-01T12:00:00+01:00;4524.50;-1331.33;6088.33;6627.17;927.67;575.67;21476;94.74
2022-01-01T13:00:00+01:00;4270.17;-1161.17;6087.17;6665.67;859.83;575.17;22041.66667;96.8
2022-01-01T14:00:00+01:00;4115.50;-675.83;6090.83;6563.50;799.17;575.83;22453.33333;97.8
2022-01-01T15:00:00+01:00;4647.83;-252.17;6090.50;5925.17;931.17;572.67;21194.66667;98.52
2022-01-01T16:00:00+01:00;4914.00;385.17;6088.17;4014.83;993.83;571.17;20600.83333;114.5
2022-01-01T17:00:00+01:00;5356.67;1854.00;6084.00;1174.00;726.67;581.83;20977.66667;149.97
2022-01-01T18:00:00+01:00;5580.33;3428.67;6083.00;104.67;203.83;585.67;23032;177.22
2022-01-01T19:00:00+01:00;6118.50;3582.33;6084.50;85.83;61.50;587.67;24364.83333;187.52
2022-01-01T20:00:00+01:00;6493.83;3843.00;6085.83;80.00;47.33;593.83;24893.5;189.26
2022-01-01T21:00:00+01:00;6799.83;3807.33;6086.67;36.33;47.83;595.83;25223.33333;190.81
2022-01-01T22:00:00+01:00;6851.17;3408.83;6088.17;2.00;47.67;595.17;24269.83333;188.39
2022-01-01T23:00:00+01:00;6586.50;3347.00;6089.67;-25.00;42.67;589.17;22704.5;167.26
2022-01-02T00:00:00+01:00;6413.50;1416.67;6090.67;-24.50;17.00;591.33;21166.83333;133.21
2022-01-02T01:00:00+01:00;6368.33;763.50;6092.17;3.00;11.83;587.83;19602.83333;115.87
2022-01-02T02:00:00+01:00;6085.50;62.50;6091.67;4.00;0.17;585.33;18439.83333;110.52
2022-01-02T03:00:00+01:00;5961.33;-314.50;6092.17;3.67;0.00;583.33;17833.83333;113
2022-01-02T04:00:00+01:00;5821.83;-443.67;6084.50;4.00;0.00;583.00;17567.16667;115.87
2022-01-02T05:00:00+01:00;5752.00;-298.83;6077.83;4.00;0.00;583.83;17627.5;110.52
2022-01-02T06:00:00+01:00;5598.33;186.00;6079.50;3.83;0.00;592.33;18300.16667;115.87
2022-01-02T07:00:00+01:00;5374.33;448.50;6080.67;3.83;0.00;594.83;19135.5;129.6
2022-01-02T08:00:00+01:00;5112.50;577.33;6079.50;53.17;0.00;603.33;19885.33333;115.87
2022-01-02T09:00:00+01:00;4787.67;736.33;6080.83;1414.50;0.00;608.33;21334;115.87
2022-01-02T10:00:00+01:00;4455.50;614.67;6081.67;3975.50;40.67;612.33;23170;113
2022-01-02T11:00:00+01:00;4016.00;543.17;6083.50;5565.33;206.83;620.50;24095.5;103.7
2022-01-02T12:00:00+01:00;3873.33;332.83;6084.83;6271.17;368.50;608.67;24175;103.7
2022-01-02T13:00:00+01:00;3775.50;496.67;6083.83;6407.67;490.00;611.00;24584;110.52
2022-01-02T14:00:00+01:00;3457.83;566.83;6080.67;6322.83;538.83;607.83;24985.5;115.87
2022-01-02T15:00:00+01:00;3243.17;560.33;6079.00;5921.00;698.00;606.17;23960.5;109.5
2022-01-02T16:00:00+01:00;2858.83;971.00;6084.83;4125.83;871.33;602.67;23295.66667;115.87
2022-01-02T17:00:00+01:00;2670.17;2476.83;6085.67;1200.83;677.67;606.17;23503;159.79
2022-01-02T18:00:00+01:00;2634.67;3618.17;6085.83;71.17;126.00;608.67;25760.83333;194.25
2022-01-02T19:00:00+01:00;2608.50;5021.50;6088.67;52.67;10.83;607.33;27244.33333;198
2022-01-02T20:00:00+01:00;2553.17;5696.33;6089.67;52.00;10.00;605.33;28149.16667;208.38
2022-01-02T21:00:00+01:00;2593.83;5647.83;6089.83;52.00;10.00;605.00;28141.83333;209.1
2022-01-02T22:00:00+01:00;2723.17;4925.50;6091.00;36.83;10.00;605.00;26832;191.36
2022-01-02T23:00:00+01:00;2958.33;3970.50;6093.00;29.00;10.00;603.33;24709.5;178
2022-01-03T00:00:00+01:00;3374.83;1759.83;6093.83;28.83;10.00;600.50;22910.66667;181.5
2022-01-03T01:00:00+01:00;3432.83;1095.33;6092.83;29.00;10.00;600.00;21303.33333;160.72
2022-01-03T02:00:00+01:00;3593.17;629.17;6093.50;29.00;10.00;599.17;20227.33333;154.64
2022-01-03T03:00:00+01:00;3676.17;111.83;6091.67;29.00;10.00;598.17;19707.33333;149.86
2022-01-03T04:00:00+01:00;3721.17;-159.50;6090.33;29.00;10.00;598.00;19712.5;144.49
2022-01-03T05:00:00+01:00;3886.00;208.33;6089.67;29.00;10.00;598.83;20399.83333;148.86
2022-01-03T06:00:00+01:00;4007.83;1279.00;6091.50;28.83;10.00;598.17;22692.33333;153.77
2022-01-03T07:00:00+01:00;4387.17;2198.33;6089.50;29.00;9.83;597.17;25907.16667;160.72
2022-01-03T08:00:00+01:00;4902.17;2718.00;6091.33;69.33;10.00;607.83;28397.5;189.26
2022-01-03T09:00:00+01:00;5197.00;3228.83;6091.17;1610.17;9.83;611.67;30070.5;183.54
2022-01-03T10:00:00+01:00;5172.50;2334.00;6091.50;4727.33;59.33;612.00;31073.5;160.72
2022-01-03T11:00:00+01:00;5117.17;1623.33;6091.67;6320.50;376.67;610.33;30849.33333;152.2
2022-01-03T12:00:00+01:00;5399.50;813.83;6092.50;6721.33;638.50;610.83;30492.66667;148.86
2022-01-03T13:00:00+01:00;5908.67;278.67;6090.83;6859.17;695.17;611.00;30476;142.04
2022-01-03T14:00:00+01:00;6352.50;437.67;6093.50;6883.83;769.67;611.83;30154.16667;127.38
2022-01-03T15:00:00+01:00;6843.17;241.83;6090.83;6510.67;917.17;618.67;29194.16667;112.87
2022-01-03T16:00:00+01:00;6942.17;1066.83;6087.00;4617.00;1050.33;624.17;28775.16667;126.8
2022-01-03T17:00:00+01:00;7316.17;2231.83;6088.83;1276.17;770.50;626.50;29164.16667;148.49
2022-01-03T18:00:00+01:00;8241.67;3826.83;6087.33;56.50;168.67;609.67;30941.66667;175.06
2022-01-03T19:00:00+01:00;9087.17;3960.83;6089.50;36.00;42.00;603.50;31773.16667;180
2022-01-03T20:00:00+01:00;0.00;3398.50;6091.33;35.83;35.33;628.83;32294.66667;153.77
2022-01-03T21:00:00+01:00;10385.00;3302.00;6091.67;35.83;16.00;641.50;31886.5;141.94
2022-01-03T22:00:00+01:00;0.00;2826.33;6091.67;18.67;11.00;644.67;29360.33333;114.11
2022-01-03T23:00:00+01:00;0.00;1766.00;6092.67;9.00;0.00;631.67;26643.66667;100.36
2022-01-04T00:00:00+01:00;11393.50;825.17;6094.33;8.00;0.00;621.50;24830;125.47
2022-01-04T01:00:00+01:00;0.00;-45.83;6093.50;8.00;0.00;618.33;23108.83333;115.55
2022-01-04T02:00:00+01:00;0.00;-1342.00;6093.33;8.00;0.00;621.33;21954.83333;113.29
2022-01-04T03:00:00+01:00;11474.50;-2161.50;6093.50;8.00;0.00;616.17;21370.5;105.81
2022-01-04T04:00:00+01:00;0.00;-2092.50;6093.50;8.00;0.00;616.67;21262.33333;105
2022-01-04T05:00:00+01:00;0.00;-1482.00;6093.33;8.00;0.00;621.17;21841.5;115.11
2022-01-04T06:00:00+01:00;10767.00;653.00;6092.67;7.50;0.67;628.67;23778.16667;153.77
2022-01-04T07:00:00+01:00;0.00;1821.17;6093.00;4.00;7.50;631.67;26759.66667;161.03
2022-01-04T08:00:00+01:00;10845.00;2958.83;6092.17;45.00;9.00;639.50;28856.16667;178.91
2022-01-04T09:00:00+01:00;0.00;3457.50;6092.00;1206.83;8.33;641.00;30329.83333;190
2022-01-04T10:00:00+01:00;9976.17;3074.67;6088.00;3591.67;28.17;641.00;31256.16667;189.88
2022-01-04T11:00:00+01:00;10068.00;3105.67;6080.50;4484.50;134.83;640.17;31356.16667;182.42
2022-01-04T12:00:00+01:00;0.00;3233.83;6088.00;4300.50;192.50;640.00;31288.33333;182.46
2022-01-04T13:00:00+01:00;0.00;2701.67;6090.00;3949.67;172.50;639.17;31475.5;179.59
2022-01-04T14:00:00+01:00;0.00;2352.00;6088.00;3595.33;120.50;639.00;31281;163.2
2022-01-04T15:00:00+01:00;13579.00;2081.67;6090.50;2935.00;157.17;638.17;30426;157.3
2022-01-04T16:00:00+01:00;0.00;2579.50;6089.33;1821.17;152.17;638.83;30202.83333;157.3
2022-01-04T17:00:00+01:00;12952.50;4197.17;6087.50;609.83;73.50;639.83;30426.5;163.78
2022-01-04T18:00:00+01:00;13228.00;4733.83;6088.33;14.17;15.33;639.17;31480.66667;184.94
2022-01-04T19:00:00+01:00;0.00;4275.67;6088.83;4.33;9.00;639.83;32051.83333;178.99
2022-01-04T20:00:00+01:00;0.00;3063.00;6086.83;4.00;9.00;641.67;32666.83333;156.12
2022-01-04T21:00:00+01:00;0.00;3173.67;6087.33;4.00;9.00;639.50;32168.66667;148.65
2022-01-04T22:00:00+01:00;0.00;2888.33;6091.00;3.17;9.00;632.33;29857;137.92
2022-01-04T23:00:00+01:00;0.00;2041.83;6092.83;3.00;9.00;622.67;27168.16667;105
2022-01-05T00:00:00+01:00;14759.00;774.50;6091.33;3.00;9.00;622.00;25595;120.11
2022-01-05T01:00:00+01:00;0.00;-141.00;6091.83;3.00;9.00;620.50;23837.5;105.1
2022-01-05T02:00:00+01:00;0.00;-566.83;6093.33;3.00;9.00;619.83;22631.66667;84.5
2022-01-05T03:00:00+01:00;0.00;-854.67;6093.33;3.00;9.00;618.00;22036.16667;75.38
2022-01-05T04:00:00+01:00;0.00;-845.50;6092.00;3.00;9.00;620.33;21896;79.11
2022-01-05T05:00:00+01:00;0.00;-484.33;6088.17;3.00;9.00;620.67;22290.5;94.79
2022-01-05T06:00:00+01:00;0.00;2152.33;6089.33;3.00;9.00;618.33;24079.66667;169.04
2022-01-05T07:00:00+01:00;12623.50;2859.50;6090.33;3.00;9.00;613.50;26840;206.07
2022-01-05T08:00:00+01:00;13409.00;2854.17;6092.00;35.83;9.00;621.00;29053;211.13
2022-01-05T09:00:00+01:00;0.00;3637.00;6091.17;1256.00;8.83;625.00;30776.83333;213.86
2022-01-05T10:00:00+01:00;0.00;2663.33;6091.33;3850.17;9.17;625.83;31676.66667;209.1
2022-01-05T11:00:00+01:00;0.00;2509.33;6089.17;5278.50;57.33;625.17;31797.33333;202.8
2022-01-05T12:00:00+01:00;0.00;1777.17;6088.67;5791.33;228.67;630.33;31690.66667;199.89
2022-01-05T13:00:00+01:00;12971.50;1219.17;6089.67;5676.67;343.00;636.17;31785.66667;197.34
2022-01-05T14:00:00+01:00;0.00;842.67;6090.17;4996.17;397.17;637.00;31197.66667;195.6
2022-01-05T15:00:00+01:00;0.00;913.00;6088.17;3758.00;335.83;643.67;30166.66667;200
2022-01-05T16:00:00+01:00;10812.50;2093.00;6090.17;2176.17;239.83;646.67;29790;206.07
2022-01-05T17:00:00+01:00;9549.17;3066.17;6092.67;615.50;136.00;646.17;29755;211.23
2022-01-05T18:00:00+01:00;9242.00;4662.50;6091.67;20.50;50.00;648.50;30481.5;225
2022-01-05T19:00:00+01:00;9070.33;5545.83;6091.83;4.00;14.17;648.17;30790.5;250.34
2022-01-05T20:00:00+01:00;8956.50;4763.00;6091.50;4.00;9.00;653.00;30981.16667;241.93
2022-01-05T21:00:00+01:00;8935.33;3895.83;6090.83;4.00;9.00;654.00;30464.66667;218.95
2022-01-05T22:00:00+01:00;8823.00;2213.00;6089.33;3.17;8.83;650.67;28305;207.46
2022-01-05T23:00:00+01:00;8736.00;1682.67;6089.33;3.00;0.67;646.67;26219.33333;200
2022-01-06T00:00:00+01:00;8461.17;1709.50;6090.83;3.00;0.00;645.00;24639;207.15
2022-01-06T01:00:00+01:00;8817.33;1236.33;6090.83;3.00;0.00;642.83;22799.33333;204.22
2022-01-06T02:00:00+01:00;9156.17;399.83;6091.50;3.00;0.00;641.83;21357.16667;191.82
2022-01-06T03:00:00+01:00;8934.50;-506.33;6090.33;3.00;0.00;640.00;20570.83333;180.7
2022-01-06T04:00:00+01:00;8587.83;-649.50;6090.83;3.00;0.00;643.00;20147.66667;170.1
2022-01-06T05:00:00+01:00;8440.67;45.17;6094.83;3.00;0.00;643.50;20051.16667;194.38
2022-01-06T06:00:00+01:00;8008.00;1478.83;6091.00;2.33;0.00;644.50;20528;204.22
2022-01-06T07:00:00+01:00;7841.67;2633.17;6091.50;2.00;2.50;642.00;21179.83333;216.14
2022-01-06T08:00:00+01:00;7765.00;3529.67;6092.33;35.50;11.00;639.67;21766.66667;219.42
2022-01-06T09:00:00+01:00;7543.00;4141.67;6091.50;1798.00;15.50;642.17;23140.83333;220
2022-01-06T10:00:00+01:00;6971.83;3341.83;6091.83;5395.17;29.50;644.33;24692.66667;214.9
2022-01-06T11:00:00+01:00;6645.00;2911.83;6090.83;6839.00;241.17;629.67;25087;207.9
2022-01-06T12:00:00+01:00;6921.67;1778.50;6091.33;7058.33;601.00;629.50;24880.16667;205
2022-01-06T13:00:00+01:00;7369.33;1326.00;6092.00;7085.00;716.50;629.67;25022.66667;204.43
2022-01-06T14:00:00+01:00;7732.00;791.83;6091.50;7465.17;780.67;629.50;25376.16667;196.84
2022-01-06T15:00:00+01:00;7974.33;343.50;6091.33;7180.33;1002.00;624.67;24417.5;189.89
2022-01-06T16:00:00+01:00;7796.50;1169.50;6091.67;5371.83;1228.17;628.50;23878.83333;202.17
2022-01-06T17:00:00+01:00;7506.00;3179.33;6092.50;1789.50;978.83;629.67;24266;222.31
2022-01-06T18:00:00+01:00;8057.33;5303.17;6091.00;289.00;276.50;629.33;26388;273.44
2022-01-06T19:00:00+01:00;8388.00;5587.83;6091.50;252.00;41.17;629.67;27866.83333;278.36
2022-01-06T20:00:00+01:00;8374.33;5369.00;6094.33;251.17;14.33;590.00;28802.16667;251.71
2022-01-06T21:00:00+01:00;8215.33;4753.00;6094.33;246.50;10.00;583.67;29331.83333;229.96
2022-01-06T22:00:00+01:00;8163.17;4248.00;6093.33;48.17;10.00;602.33;28229.5;216.44
2022-01-06T23:00:00+01:00;8300.33;3157.00;6092.83;3.33;10.00;615.17;26146.5;210
2022-01-07T00:00:00+01:00;8419.67;1930.00;6094.67;3.00;10.00;622.83;24301.33333;213.47
2022-01-07T01:00:00+01:00;8280.83;1175.50;6092.50;3.00;10.00;624.00;22585.16667;189
2022-01-07T02:00:00+01:00;8184.67;363.83;6093.67;3.00;10.00;624.00;21370;180
2022-01-07T03:00:00+01:00;8048.67;-1039.33;6093.33;3.00;10.33;622.33;20722.33333;164.9
2022-01-07T04:00:00+01:00;8182.67;-1477.00;6092.50;3.00;10.17;641.17;20619.33333;162.8
2022-01-07T05:00:00+01:00;8480.00;-1118.17;6089.17;3.00;10.17;645.00;21135.66667;165
2022-01-07T06:00:00+01:00;8774.00;11.00;6091.67;3.83;10.33;640.00;22896.83333;165.2
2022-01-07T07:00:00+01:00;8537.17;2973.83;6091.33;4.00;10.33;641.50;25545;215.89
2022-01-07T08:00:00+01:00;9123.00;3823.67;6092.67;39.50;10.00;649.50;27612.83333;243.84
2022-01-07T09:00:00+01:00;9341.33;3780.17;6093.17;1772.00;9.50;651.83;29485.83333;250.01
2022-01-07T10:00:00+01:00;8752.83;3601.00;6091.67;5171.50;37.67;650.33;30634.16667;240
2022-01-07T11:00:00+01:00;8965.33;2623.83;6089.50;6781.00;414.33;636.67;30598.16667;232.53
2022-01-07T12:00:00+01:00;9010.83;2169.50;6091.17;7299.17;828.17;640.17;30219.16667;216.28
2022-01-07T13:00:00+01:00;8871.33;2268.33;6092.50;7415.83;849.33;635.50;30406;211.94
2022-01-07T14:00:00+01:00;9131.33;2106.33;6090.33;7473.83;896.67;642.17;30373.66667;207.05
2022-01-07T15:00:00+01:00;9472.33;1926.83;6090.00;7210.50;1104.50;631.83;29590.16667;210.11
2022-01-07T16:00:00+01:00;9241.83;2913.67;6090.50;5447.00;1363.67;631.33;29246;220.21
2022-01-07T17:00:00+01:00;8790.67;4164.33;6091.33;1716.00;1110.67;643.33;29308.66667;243.84
2022-01-07T18:00:00+01:00;8814.83;5098.00;6093.83;140.17;348.33;647.00;31107;260
2022-01-07T19:00:00+01:00;8623.33;5552.67;6094.33;105.00;64.00;646.17;32334;250
2022-01-07T20:00:00+01:00;8137.67;5462.17;6093.50;104.67;29.50;646.00;33096.66667;243.84
2022-01-07T21:00:00+01:00;7515.17;5929.33;6094.67;104.00;16.00;645.17;32748.83333;243.84
2022-01-07T22:00:00+01:00;7342.33;4679.50;6093.17;104.00;16.00;630.83;30532.5;235.69
2022-01-07T23:00:00+01:00;7363.83;4586.67;6094.00;104.00;16.00;638.00;27896.66667;215.1
2022-01-08T00:00:00+01:00;7401.00;3052.17;6092.67;104.00;16.00;650.83;26043.33333;270.02
2022-01-08T01:00:00+01:00;7415.50;2530.67;6063.50;104.00;16.00;652.17;24076.83333;237.86
2022-01-08T02:00:00+01:00;7755.17;2108.00;5939.83;104.00;6.00;642.00;22563.16667;215.89
2022-01-08T03:00:00+01:00;7857.17;1644.17;5960.33;79.33;0.00;639.17;21893.16667;211.44
2022-01-08T04:00:00+01:00;8475.17;1202.83;5983.67;80.00;0.00;636.50;21590.16667;200.9
2022-01-08T05:00:00+01:00;9063.17;606.50;6003.33;79.50;0.00;636.00;21607.83333;200
2022-01-08T06:00:00+01:00;9205.50;1221.67;6023.00;79.33;0.00;635.17;22320.33333;201.36
2022-01-08T07:00:00+01:00;9162.67;2364.33;6047.83;79.00;0.00;633.33;23507.5;209.09
2022-01-08T08:00:00+01:00;9365.50;2480.00;6071.33;103.17;0.00;636.33;24711.83333;215.89
2022-01-08T09:00:00+01:00;8976.83;2709.83;6081.00;1950.17;0.83;642.83;26699.83333;231
2022-01-08T10:00:00+01:00;8566.83;2742.33;6078.33;5142.67;19.50;641.50;28629;228.95
2022-01-08T11:00:00+01:00;8716.00;2618.00;6092.33;6333.67;271.67;641.00;28973;215.39
2022-01-08T12:00:00+01:00;9319.33;2469.00;6093.33;6597.67;517.83;635.17;29034.83333;206.68
2022-01-08T13:00:00+01:00;10128.00;1084.67;6090.67;6462.33;514.83;622.33;29347;185
2022-01-08T14:00:00+01:00;0.00;811.00;6090.33;6194.33;374.17;621.67;29521.33333;169.52
2022-01-08T15:00:00+01:00;11901.50;699.67;6095.67;5442.83;283.33;621.17;28516.5;162.8
2022-01-08T16:00:00+01:00;0.00;1132.83;6092.17;3593.50;275.67;619.33;27757.33333;161.73
2022-01-08T17:00:00+01:00;0.00;2493.83;6092.17;1197.83;242.83;634.83;27770.5;189.9
2022-01-08T18:00:00+01:00;0.00;4071.33;6093.00;72.00;95.33;635.50;29803.5;206.68
2022-01-08T19:00:00+01:00;0.00;4595.00;6091.17;26.83;10.83;639.17;31064.5;210
2022-01-08T20:00:00+01:00;0.00;4616.83;6094.67;22.33;13.17;635.00;31684.33333;210
2022-01-08T21:00:00+01:00;0.00;3914.00;6093.83;5.00;13.50;634.83;31729.16667;209.37
2022-01-08T22:00:00+01:00;14704.00;2899.50;6092.33;5.00;2.33;621.67;29719.33333;185.3
2022-01-08T23:00:00+01:00;15052.50;1771.50;6091.17;4.50;0.00;609.83;27306.16667;147.94
2022-01-09T00:00:00+01:00;0.00;-493.00;6092.00;3.33;0.00;610.50;25242;109.18
2022-01-09T01:00:00+01:00;15703.00;-1212.83;6090.67;3.33;0.00;607.67;23288.66667;89.61
2022-01-09T02:00:00+01:00;0.00;-1440.83;6091.83;3.00;0.00;604.50;21834.16667;80.24
2022-01-09T03:00:00+01:00;15610.00;-2199.00;6090.67;3.00;0.00;604.00;20922.16667;55.46
2022-01-09T04:00:00+01:00;15884.50;-2313.50;6111.33;2.17;0.00;605.67;20337;45.82
2022-01-09T05:00:00+01:00;15960.50;-2123.67;6148.67;2.00;2.00;606.00;20358.66667;48.5
2022-01-09T06:00:00+01:00;0.00;-1746.33;6168.17;2.00;13.67;606.83;20812.5;74.29
2022-01-09T07:00:00+01:00;0.00;-1274.00;6172.00;3.33;16.67;607.83;21537.66667;89.78
2022-01-09T08:00:00+01:00;0.00;-641.17;6190.00;34.50;16.00;611.33;22122.5;104.79
2022-01-09T09:00:00+01:00;0.00;61.33;6194.00;1277.17;15.33;613.67;23795.5;140
2022-01-09T10:00:00+01:00;14890.50;223.83;6192.33;3658.67;25.17;614.00;25871.16667;140
2022-01-09T11:00:00+01:00;0.00;773.83;6192.50;5208.50;137.33;614.83;27107.33333;120
2022-01-09T12:00:00+01:00;15266.00;789.00;6192.67;5893.67;365.00;613.33;27632.16667;69.77
2022-01-09T13:00:00+01:00;0.00;307.17;6209.17;5846.17;402.17;612.17;28374.5;69.77
2022-01-09T14:00:00+01:00;0.00;-165.83;6238.83;5846.83;512.67;612.00;28727.16667;57.96
2022-01-09T15:00:00+01:00;0.00;-1014.83;6260.83;5322.17;707.50;592.50;27347.16667;14
2022-01-09T16:00:00+01:00;0.00;-948.50;6262.17;4023.33;847.33;584.00;26433.66667;92.52
2022-01-09T17:00:00+01:00;0.00;423.67;6265.00;1334.67;709.00;600.33;26484.5;159.9
2022-01-09T18:00:00+01:00;16877.50;3962.17;6267.50;36.83;209.67;619.83;28639.66667;207.9
2022-01-09T19:00:00+01:00;0.00;5286.17;6290.33;2.00;21.33;624.67;30370.33333;240
2022-01-09T20:00:00+01:00;0.00;6301.33;6321.50;2.00;15.83;624.17;31411.5;230.82
2022-01-09T21:00:00+01:00;16451.50;5356.50;6350.33;2.00;16.00;621.50;31284.33333;214.02
2022-01-09T22:00:00+01:00;0.00;4409.83;6379.83;1.83;16.00;621.83;29036.83333;215.88
2022-01-09T23:00:00+01:00;0.00;2964.83;6406.83;2.00;16.00;622.83;26368;191.64
2022-01-10T00:00:00+01:00;0.00;695.83;6440.17;2.17;16.00;603.83;24257.16667;196.23
2022-01-10T01:00:00+01:00;0.00;-184.33;6464.17;2.17;16.00;594.17;22538;165
2022-01-10T02:00:00+01:00;15366.00;-1517.50;6490.00;2.00;16.00;596.33;21594.66667;158.7
2022-01-10T03:00:00+01:00;0.00;-1417.33;6503.00;2.00;16.00;597.00;21072.16667;159.3
2022-01-10T04:00:00+01:00;0.00;-744.17;6509.83;2.00;7.17;597.83;21197.16667;160.1
2022-01-10T05:00:00+01:00;0.00;-39.17;6510.17;2.00;0.00;598.00;21917.5;173.01
2022-01-10T06:00:00+01:00;0.00;1744.67;6508.00;2.67;0.00;598.83;24954;200.1
2022-01-10T07:00:00+01:00;0.00;3791.17;6510.50;2.00;0.00;599.83;29505;228.46
2022-01-10T08:00:00+01:00;13050.50;4495.17;6508.67;28.67;0.00;607.50;32253;234.74
2022-01-10T09:00:00+01:00;0.00;4663.50;6509.33;888.50;0.00;609.83;33036.33333;240
2022-01-10T10:00:00+01:00;0.00;4125.17;6514.00;2776.17;17.67;609.17;33789.5;238.76
2022-01-10T11:00:00+01:00;0.00;3689.00;6516.33;4225.50;139.33;609.00;33788;228.38
2022-01-10T12:00:00+01:00;0.00;3788.67;6523.17;5212.83;247.00;609.00;33968;222.53
2022-01-10T13:00:00+01:00;0.00;3450.50;6527.83;5830.17;274.50;607.00;33929.83333;216.01
2022-01-10T14:00:00+01:00;0.00;2809.33;6553.33;5946.17;326.67;606.67;33455.16667;206.01
2022-01-10T15:00:00+01:00;0.00;2973.67;6579.83;5663.17;482.33;609.83;32606.16667;200.99
2022-01-10T16:00:00+01:00;0.00;3030.17;6609.50;4457.33;698.33;610.00;32015.83333;223
2022-01-10T17:00:00+01:00;0.00;3770.50;6636.83;1519.83;645.33;611.67;31953.83333;256.01
2022-01-10T18:00:00+01:00;0.00;5706.33;6668.00;51.50;157.83;612.00;33318.5;286.4
2022-01-10T19:00:00+01:00;11296.00;7478.50;6669.00;8.33;3.67;607.00;34463.83333;294.98
2022-01-10T20:00:00+01:00;0.00;6290.00;6676.00;2.67;0.00;613.50;34954.66667;267.45
2022-01-10T21:00:00+01:00;0.00;4765.83;6688.00;3.33;0.00;615.83;34260.5;242.23
2022-01-10T22:00:00+01:00;10763.00;3459.67;6690.00;4.67;0.00;612.67;31182.5;217.03
2022-01-10T23:00:00+01:00;0.00;1844.50;6691.33;2.67;0.00;612.83;28222.83333;198.93
2022-01-11T00:00:00+01:00;9811.50;2145.50;6692.33;2.83;0.00;623.83;26536.83333;210.34
2022-01-11T01:00:00+01:00;9630.33;1362.67;6695.00;3.00;0.00;626.00;24924.5;202.42
2022-01-11T02:00:00+01:00;9282.50;708.17;6716.50;3.00;0.00;625.17;23864.16667;197.6
2022-01-11T03:00:00+01:00;8778.50;768.17;6746.00;2.50;0.00;625.00;23377;193
2022-01-11T04:00:00+01:00;8628.83;1063.50;6758.33;3.00;0.00;624.17;23327.33333;194.9
2022-01-11T05:00:00+01:00;8506.17;1379.33;6773.67;3.00;0.00;624.00;23961.66667;204.45
2022-01-11T06:00:00+01:00;8707.33;2370.17;6780.00;2.83;2.00;621.50;26188.33333;219.32
2022-01-11T07:00:00+01:00;8654.50;3581.50;6781.17;2.83;5.17;622.67;30271.16667;228.38
2022-01-11T08:00:00+01:00;8477.67;4616.83;6781.67;30.17;7.33;628.00;32718.16667;249.97
2022-01-11T09:00:00+01:00;8548.83;4262.83;6781.83;1455.33;8.50;628.17;33444.5;249.97
2022-01-11T10:00:00+01:00;8678.33;3089.67;6780.50;4529.17;19.17;628.83;33748.66667;242.47
2022-01-11T11:00:00+01:00;8809.50;2713.50;6781.00;5795.50;261.00;623.17;33578.16667;212.2
2022-01-11T12:00:00+01:00;9068.50;2253.50;6779.50;6201.00;530.17;610.33;33371.83333;207.1
2022-01-11T13:00:00+01:00;9678.17;1867.67;6778.17;6148.00;609.50;612.17;33241.83333;207
2022-01-11T14:00:00+01:00;0.00;1273.33;6797.50;6132.50;727.83;616.33;32702.33333;206.8
2022-01-11T15:00:00+01:00;10465.50;681.17;6824.17;5893.83;874.83;617.00;31871.83333;206.8
2022-01-11T16:00:00+01:00;0.00;858.00;6854.17;4609.83;1081.83;618.67;31496.33333;212
2022-01-11T17:00:00+01:00;0.00;2754.00;6885.50;1639.00;938.33;613.17;31639.83333;242.47
2022-01-11T18:00:00+01:00;0.00;4291.17;6911.83;71.00;256.17;618.67;33129.66667;260
2022-01-11T19:00:00+01:00;11328.50;5101.67;6943.33;4.00;49.33;613.33;34580.66667;261.97
2022-01-11T20:00:00+01:00;0.00;5363.17;6975.50;2.33;33.67;611.17;35151.16667;262.66
2022-01-11T21:00:00+01:00;11963.00;4045.33;6993.00;2.00;25.00;612.67;34300.16667;245
